,original_title,genre_list,popularity,overview
18033,Radioactive Dreams,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",0.317742,"After an atomic war Phillip Hammer and Marlowe Chandler have spent 15 years on their own in an bunker, stuffed with junk from the 40s and old detective novels. Now, 19 years old, they leave their shelter to find a world full of mutants, freaks and cannibals. They become famous detectives in the struggle for the two keys that could fire the last nuclear weapon."
9326,Sprängaren,"['Drama', 'Thriller']",0.597424,"The Victoriastadium is totally destroyed in a bomb attack and Christina Furhage, head-responsible for the Olympic Games in Stockholm, dies with it. Why did someone destroy the stadium and why is Christina murdered? The police desperately seek for clues that will lead them to the perpetrator but without any luck. As the Olympic Games draws near the situation becomes more desperate. Annika Bengtzon, a reporter for Kvällsposten, se a connection that no one else sees and without understanding it she starts a carousel that in the end will threaten her own life."
902,Foreign Correspondent,"['Mystery', 'Thriller', 'War']",9.955445,"The European war was only beginning to erupt across national borders. Its titular hero, Johnny Jones, is an American crime reporter dispatched by his New York publisher to put a fresh spin on the drowsy dispatches emanating from overseas, his nose for a good story promptly leading him to the crime of fascism and Nazi Germany's designs on European conquest In attempting to learn more about a seemingly noble peace effort, Jones who walks into the middle of an assassination, uncovers a spy ring, and, not entirely coincidentally, falls in love."
3847,醉拳二,"['Action', 'Comedy']",8.6807,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well."
345,The Client,"['Drama', 'Thriller', 'Crime', 'Mystery']",15.263829,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says."
29239,Slaughter High,['Horror'],2.056449,"Eight different people are invited to their 10-year high school reunion at their now-closed down high school where a former student, disfigured from a prank gone wrong, is there to seek revenge."
17006,"Silent Night, Deadly Night III: Better Watch Out!",['Horror'],0.660055,"Ricky Caldwell, the notorious 'Killer Santa Claus', awakens from a six-year coma after being kept alive on life-support by a slightly crazed doctor experimenting with ESP and other special abilities. Ricky targets a young, clairvoyant blind woman, named Laura, whom is traveling with her brother Chris, and his girlfriend Jerri to their grandmother's house for Christmas Eve, and Ricky decides to go after her, leaving a trail of dead bodies in his wake."
14296,Black Eagle,"['Drama', 'Action']",7.903056,"One of the US Air Force's most modern tactical aircrafts, a F-100 with a new laser guidance system, crashes into the sea near Malta - a region where the Soviet forces are highly present, too. The CIA immediately sends out their best secret agent, Ken Tami, to salvage the system before it falls into enemy hands. To ensure his loyalty, they bring his two young sons to a nearby hotel on the island."
3204,3 Strikes,"['Action', 'Comedy', 'Romance']",0.651625,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting."
8839,L'Été meurtrier,"['Mystery', 'Drama']",1.786832,"In spring 1976, a 19-year-old beauty, her German-born mother, and her crippled father move to the town of a firefighter nicknamed Pin-Pon. Everyone notices the provocative Eliane. She singles out Pin-Pon and soon is crying on his shoulder (she's myopic and hates her reputation as a dunce and as easy); she moves in with him, knits baby clothes, and plans their wedding. Is this love or some kind of plot? She asks Pin-Pon's mother and aunt about the piano in the barn: who delivered it on a November night in 1955? Why does she want to know, and what does it have to do with her mother's sorrows, her father's injury, this quick marriage, and the last name on her birth certificate?"
17138,No Time For Love,"['Romance', 'Comedy']",0.626391,Upper-class female reporter is (despite herself) attracted to hulking laborer digging a tunnel under the Hudson river.
14355,吸血少女対少女フランケン,"['Comedy', 'Horror']",1.27754,"High school student Mizushima receives Valentines Day chocolates from the new student, Monami. Little did she know that the chocolates contained traces of Monami's vampire blood. He gets infected from eating them and Monami confesses that she wants to live with him forever as vampires. Meanwhile, Mizushima decides that he wants to fully become a vampire with Monami's help. Keiko, Mizushima's girl friend, sees the two on the school rooftop kissing and in a state of hysteria, attempts to throw Monami off the roof but falls off herself instead. Keiko dies but her father, Kenji Furano, the mad scientist, resurrects her as Franken girl. Thus begins a deadly combat between Franken Keiko and Vampire Monami in the name of love."
37514,அஞ்சாதே,"['Action', 'Drama']",0.158599,Anjathey is truly one of the master pieces of Tamil cinema in recent years.
5045,The Magnificent Ambersons,"['Romance', 'Drama']",8.43511,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.
31737,Werewolf: The Beast Among Us,"['Drama', 'Horror']",9.476537,"Set in a 19th century village, a young man studying under a local doctor joins a team of hunters on the trail of a wolf-like creature."
43059,Going in Style,"['Crime', 'Comedy', 'Drama']",15.157255,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money."
4836,The Incredible Shrinking Man,"['Drama', 'Science Fiction', 'Thriller']",4.910227,When exposure to a combination of radiation and insecticide causes Scott Carey to begin to shrink medical science is powerless to help him.
4266,Beach Blanket Bingo,['Comedy'],4.119355,"In the fourth of the highly successful Frankie and Annette beach party movies, a motorcycle gang led by Eric Von Zipper kidnaps singing star Sugar Kane managed by Bullets, who hires sky-diving surfers Steve and Bonnie from Big Drop for a publicity stunt. With the usual gang of kids and a mermaid named Lorelei."
19136,Der Fangschuss,"['War', 'Drama', 'Romance']",0.175357,A countess' unrequited love for an army officer leads to disaster.
12466,Heima,['Music'],1.646559,"In the summer of 2006, Sigur Rós returned home to play a series of free, unannounced concerts for the people of Iceland..."
21101,Monsters University,"['Animation', 'Family']",16.267502,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.
16764,Blackout,"['Thriller', 'Mystery']",0.411949,"Recovering from a nail gun shot to the head and 13 months of coma, doctor Pekka Valinta starts to unravel the mystery of his past, still suffering from total amnesia."
36526,Calcutta Mail,['Thriller'],0.00972,"Avinash(Anil Kapoor) went to Calcutta for no reason. After meeting with Reema (Rani Mukherjee), he starts having flashbacks about his past and his son. His inquiries take him to Bombay via the Calcutta Mail, and this is where he will find out whether his son is alive or not, or he has been trapped."
5981,Le Père Noël est une ordure,['Comedy'],5.870932,"Félix, disguised as Father Christmas, hands out leaflets advertising a sexy Christmas party. His place is taken by an African Santa Claus and he returns to his caravan only to find his girlfriend Josette about to leave him. When he comes after her, she takes refuge at ""SOS Distress"", run by two neurotics, Thérèse and Pierre."
44389,Radiant City,['Documentary'],0.06218,"Since the end of World War II, one of kind of urban residential development has dominate how cities in North America have grown, the suburbs. In these artificial neighborhoods, there is a sense of careless sprawl in an car dominated culture that ineffectually tries to create the more organically grown older communities. Interspersed with the comments of various experts about the nature of suburbia"
2615,Barry Lyndon,"['Drama', 'Romance', 'War']",14.003467,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War."
24010,The Pyramid,['Horror'],9.312354,"A team of U.S. archaeologists unearths an ancient pyramid buried deep beneath the Egyptian desert. As they search the pyramid's depths, they become hopelessly lost in its dark and endless catacombs. Searching for a way out, they become desperate to seek daylight again. They come to realize they aren't just trapped, they are being hunted."
37742,War on Everyone,['Comedy'],9.215388,"Two corrupt cops in New Mexico set out to blackmail and frame every criminal unfortunate enough to cross their path. Things take a sinister turn, however, when they try to intimidate someone who is more dangerous than they are. Or is he?"
33005,Cocktail,"['Romance', 'Drama', 'Comedy']",7.950488,"Gautam is an incorrigible flirt, who runs after every girl he sees. Meera is a pretty girl with desi values and attire, who comes to London from Delhi for a fresh start. Veronica is the spoilt bombshell who loves partying and drinking. Though different from each other, these three are perfect friends staying under one roof until friendship becomes confusing, and love becomes complicated."
17822,A Dangerous Method,"['Drama', 'Thriller']",9.865944,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell."
12938,Son of Lassie,"['Action', 'Drama', 'Family', 'Adventure']",0.631099,Laddie (Son of Lassie) and his master are trapped in Norway during WW2 - has he inherited his mothers famous courage?
6102,One Good Cop,"['Drama', 'Action']",3.167139,"When his loyal longtime partner, a widower, is killed in the line of duty and leaves behind three young children, Artie Lewis (Michael Keaton), a dedicated New York City cop and his wife, Rita (Rene Russo), decide to take the kids in. But the lives of his new family members are quickly on the line as Artie investigates his partner's death. Can he find the killer -- and keep the girls safe?"
39099,Пленный,['Drama'],0.199632,The story of a young Chechen and his Russian captor during their civil war.
26066,Time Freak,"['Comedy', 'Science Fiction']",0.358068,A neurotic inventor creates a time machine and gets lost traveling around yesterday.
1687,Little City,"['Comedy', 'Romance']",0.036814,"Best friends Adam and Kevin have a lot in common. Probably too much! In fact, Kevin is carrying on a torrid affair with Adam's girlfriend, Nina, on the side! And if this triangle wasn't crowded enough, the arrival of a seductive newcomer in town, Rebecca, promptly adds a whole new set of twists to an already tangled mix! Here's a hilarious look at how modern relationships have never been so complicated ... or so much fun!"
12967,Os Normais - O Filme,['Comedy'],2.119218,"The film shows the day when Rui and Vani first met. It was at their wedding (with other partners). Vani was going to marry Sérgio, and Rui would marry Marta in the same church, following Vani's marriage. While waiting for the ceremony, they begin to talk. Complications ensue."
32136,The Truth About Webcam Girls,['Documentary'],1.316376,A documentary that follows three women who perform via webcam to paying customers.
42471,Fever Lake,['Horror'],0.293346,"A group of teenagers drives to ""Fever Lake"" to spend the weekend in a cursed house near the lake despite warnings from the locals."
44535,Mobile Homes,['Drama'],0.155147,"In forgotten towns along the American border, a young mother drifts from one motel to the next with her intoxicating boyfriend and her 8-year-old son. The makeshift family scrapes by, living one hustle at a time, until the discovery of a mobile home community offers an alternative life."
37667,"Behemoth, the Sea Monster","['Drama', 'Horror', 'Science Fiction', 'Fantasy']",1.311197,Marine atomic tests cause changes in the ocean's ecosystem resulting in dangerous blobs of radiation and the resurrection of a dormant dinosaur which threatens London.
29257,Белка и Стрелка. Звёздные собаки,"['Family', 'Animation']",4.037707,"Belka, the amazing flying dog is unexpectedly hurdled into the streets of Moscow when the rocket she is in malfunctions during one of her circus routines. Fortunately the crash leads her to meet a streetwise dog named Strelka and her irredeemable rat friend Venya. Together with other amusing friends found along the way, the three find themselves in a space program-training center where they get sent away in a rocket, leaving planet Earth..."
2362,52 Pick-Up,"['Crime', 'Drama', 'Thriller']",15.921964,"Harry Mitchell is a successful Los Angeles manufacturer whose wife is running for city council. His life is turned upside down when three blackmailers confront him with a video tape of him with his young mistress and demand $100,000. Fearing that the story will hurt his wife's political campaign if he goes to the police, Harry pretends that he will pay the men, but does not follow through."
35854,La corrispondenza,"['Romance', 'Drama']",5.004038,"The relationship between Ed, a married astronomer and Amy, his lover, who spend their years apart, is based only on phone calls and texts. One day Amy begins noticing something strange in Ed's messages."
5182,Enigma,"['Mystery', 'Drama', 'Thriller', 'Romance', 'War']",21.520641,"A romantic thriller based around the World War 2 project to crack the codes behind the Enigma machine, used by the Germans to encrypt messages sent to their submarines."
15591,The Inner Life of Martin Frost,"['Drama', 'Romance']",0.349782,"A writer awakens one day to find a strange but beautiful woman in bed with him. He quickly falls in love with her, thinking he has found his muse, but as time passes she becomes more and more unattainable."
4168,Love Story,"['Drama', 'Romance']",6.127903,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail."
35801,The Guvnors,"['Crime', 'Thriller']",2.562863,"The Guvnors is a violent thriller set amongst the clans and firms of South East London, bringing two generations together in brutal conflict."
40257,Dan Soder: Not Special,['Comedy'],0.042765,"In Dan Soder's first hour-long special, he reveals the creepiest thing about his grandmother, admits that his recent breakup was his fault and remembers the hardest thing about being raised by a single mom. Throughout his special, Soder is so laid-back and charming that you'll be grateful he wasn't actually possessed by the devil that one time."
31395,Counterpoint,"['Adventure', 'War', 'Action']",0.447129,"In December of 1944, Lionel Evans, an internationally renowned American conductor, is on a USO tour with his 70-piece symphony orchestra in newly-liberated Belgium. While fleeing from a German counterattack, Evans and his orchestra members are captured by a Panzer division and taken to an old chateau in Luxembourg. Despite orders to execute every prisoner, General Schiller, an avid music lover, commands Evans to give a private concert for him."
27648,Planète Océan,['Documentary'],2.37287,Dive into our planet's greatest mysteries with a team of international underwater cinematographers as they explore the breathtaking bond between humanity and the ocean.
34834,Prins,"['Comedy', 'Drama']",0.99881,"A troubled teenager attempts to conquer the girl he's in love with, who seems out of reach. He's lured into criminal activities and becomes alienated from family and friends."
30748,The Craving,['Horror'],0.038949,A group of college students embarking on a cross country road trip to the Burning Man Festival find themselves stranded in desert. Come nightfall a vicious predatory monster comes out searching for a meal. Will anyone survive the nocturnal attacks from this ferocious beast?
35012,Spud 3: Learning to Fly,['Comedy'],1.187815,"As Spud Milton continues his awkward stagger through adolescence, he learns one of life's most important lessons: When dealing with women and cretins, nothing is ever quite as it seems. ""I'm practically a man in most areas,"" writes Spud confidently on his sixteenth birthday. The year is 1992 and, in South Africa, radical change is in the air. The country may be on the bumpy road to an uncertain future, but Spud Milton is hoping for a smooth ride as he returns to boarding school as a senior. Instead, he discovers that his vindictive arch enemy is back to taunt him and that a garrulous Malawian has taken residence in his dormitory, along with the regular inmates and misfits he calls friends. Spud's world has never seemed less certain; he attempts to master Shakespeare, wrestles constantly with his God, and the power of negative thinking, and develops an aversion to fried fish after a shocking discovery about his grandmother, Wombat."
9919,Ghosts... of the Civil Dead,"['Crime', 'Drama']",1.73798,"The inmates and guards of a modern, clean and efficient maximum security wing are slowly and increasingly brutalized until they erupt in violence. Dark and macabre, and based in truth, the story is told in a traditional dramatic style combined with telephone interviews and narration."
21442,Touchy Feely,['Drama'],2.976672,"Abby is a sought after massage therapist and a free spirit, while her brother Paul thrives on routine, running a failing dental practice with his assistant and daughter Jenny. Suddenly, Abby develops an aversion to bodily contact, which not only makes her unable to do her job, but also severely affects her relationship with her boyfriend. As Abby navigates her way through an identity crisis, her brother's dental practice receives new life when clients seek out his “healing touch.”"
3285,Titanic,"['Drama', 'Action', 'Romance']",12.90707,"Unhappily married, Julia Sturges decides to go to America with her two children on the unsinkable Titanic. Her husband, Richard also arranges passage on the luxury liner so as to have custody of their two children. All this fades to insignificance once the ship hits an iceberg."
13490,Joshua Tree,"['Action', 'Thriller']",2.506227,"Wellman Santee (Dolph Lundgren) a former race car driver, whose livelihood is transporting exotic stolen super cars, is involved, with his partner Eddie, in shoot out, resulting in the deaths of his friend and a highway cop. Santee is framed for the cop's murder and jailed in a maximum security prison. A few months later, Santee breaks out after narrowly escaping an attempt on his life. He reaches a local diner where he steals a car, abducts the owner, Rita and flees, completely unaware that his hostage is a deputy sheriff. A massive manhunt ensues, spearheaded by Lt. Severance a tough, obessive cop. Santee leads the detective and his men on a dramatic high speed chase, from the desert wilderness to the streets of downtown Los Angeles. Santee's out to clear his name and when it comes to getting even, he's taking revenge into overdrive."
32494,L'infermiera,['Comedy'],1.592784,Greedy relatives hire a sensual caregiver to hasten the demise of a wealthy count suffering from a heart condition.
29098,Lawrence & Holloman,"['Comedy', 'Drama']",0.137186,"Lawrence is an optimistic suit salesman for whom everything always goes right-until he takes the suicidal credit collector Holloman under his wing, and everything starts to go wrong. Very wrong."
38390,The Final Comedown,['Drama'],0.000809,Black revolutionaries take action in the white suburbs.
22377,Ο Ξεναγός,['Comedy'],0.042369,"Nine frustrated young architects in an equally frustrated city. A comedy about sexuality, Athens and modern Greeks.  Iasonas arrives in Athens starting his new ambitious career as “architects’ guide”. His group consists of international students of architecture, finishing their Erasmus in Thessaloniki. Soon Iasonas faces the contradicting wishes of the students who prefer a day-long coffee or a visit to a graveyard than a guide to the Acropolis. Meanwhile, he meets back with his once (more than just a) best friend Mirsini. Trapped between a friend who progressively sees him less and less as a friend and a group that sees him less and less as a guide, Iasonas will have to give an answer to all his personal questions regarding his sexuality and his career."
13737,Personal Effects - The Space Between Loss and Love,['Drama'],7.872865,Walter is a rising star in the NCAA wrestling world until his life is ripped apart by the brutal murder of his sister. Returning home to console his mother Gloria he seeks vengeance on the man who is accused of the crime. A chance meeting with a beautiful mature woman gives him solace to the situation. Will this unlikely pairing bloom into a romance and heal a wound the world cannot see or will the loss of his sister push him over the edge?
35279,The Last Fall,['Drama'],0.561833,An NFL journeyman struggles to deal with life's complexities after his professional career is over.
4003,Made in Heaven,"['Fantasy', 'Drama', 'Comedy', 'Romance']",1.403116,"A romantic, occasionally funny, drama about two souls who consummate their marriage literally in ""Heaven"". Mike Shea, in his first life dies as a young man performing a heroic rescue. Shortly after arriving in ""Heaven"" he meets a new soul, Annie Packert, who has never lived on Earth before. The drama centers around their separation soon after being wedded and the burning question is whether they will reunite on Earth before time runs out or whether they are fated to eternal soul-searching."
2402,Children of the Corn II: The Final Sacrifice,['Horror'],8.357875,"Arriving in Gatlin, Nebraska, a news-reporter and his son get wind of a story about the youth in the town murdering their parents finds that a series of brutal murders are revealed to be worshipers of the corn-stalks and try to stop them before they carry out their plans."
42702,真救世主伝説 北斗の拳 ラオウ伝 殉愛の章,"['Animation', 'Action']",1.511957,"A film adaptation of the Holy Emperor story arc, which primarily depicted the conflict between Kenshiro and Souther. New characters Reina, one of Raoh's army officers who falls in love with him, and her brother Soga, Raoh's advisor, play an important part with much of the plot involving Raoh's relationship with Reina as he conquers the land; most of this portion is new content exclusive to this film. The other side of the story is the retelling of Ken's attempt to save and protect the villagers from Souther's army with the help of Shū. There is also a small subplot of Bart returning to his home."
25816,Girl Happy,"['Comedy', 'Music', 'Romance']",0.824304,"A Chicago mobster hires a rock and roll singer and his band to keep an eye on his daughter during Spring Break in Fort Lauderdale, Florida."
26684,Welcome to Hard Times,['Western'],0.74257,A sociopathic stranger all but destroys a small hardscrabble town but the 'mayor' convinces its survivors to stay and rebuild.
3483,King Creole,"['Drama', 'Action', 'Music', 'Romance']",4.746925,"Danny Fisher, young delinquent, flunks out of high school. He quits his job as a busboy in a nightclub, and one night he gets the chance to perform. Success is imminent and the local crime boss Maxie Fields wants to hire him to perform at his night club The Blue Shade. Danny refuses, but Fields won't take no for an answer."
210,Утомлённые солнцем,['Drama'],2.486073,"Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call..."
3780,Uninvited Guest,"['Drama', 'Thriller']",0.269126,"During a small gathering, a smooth, seductive stranger is invited into a couple's house party and falls in love with the wife. Turns out the stranger is an escaped convict who demands that the wife leave the country with him and threatens to kill anyone who stands in his way."
25296,Slasher House,['Horror'],0.258937,"When RED awakens in a prison cell within an old abandoned Madhouse, she has no idea how she got there and why she has been placed there. As her cell door opens she soon discovers that she is not alone. Trapped with the worlds most notorious serial killers she finds herself caught in a deadly game with no escape as one by one the other 'inmates' are released to stalk her as their own prey. RED must now battle impossible enemies as she tries to find her freedom and soon realizes that there is a bigger plan for all this than she first realized. Will this 'Final' girl have what it takes? Or will she see the last of her days in the endless corridors of SLASHER HOUSE!"
43605,Larry Flynt: The Right to Be Left Alone,['Documentary'],0.076093,A documentary that celebrates and examines an unabashed vulgarian.
2427,The Corruptor,"['Action', 'Crime', 'Mystery', 'Thriller']",9.208831,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done."
23584,Norman... Is That You?,"['Comedy', 'Drama']",0.170552,"Parents (Redd Foxx, Pearl Bailey) discover their son is gay and lives in Hollywood with his white lover (Dennis Dugan)."
5207,Lenny,['Drama'],7.285627,"The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the Establisment as too obscene for the public."
15203,L'Enfance nue,['Drama'],1.952949,"Handed over to foster care by his mother—who's unwilling to give up permanent custody—the now-adolescent François understands that nothing in life is permanent, and his increasingly erratic actions reflect this knowledge. Shining a light on both the destructive behavior borne of abandonment and the complicated nature of foster care relationships, this 1968 film marked the directorial debut of Maurice Pialat."
23013,Blood Out,"['Action', 'Adventure', 'Thriller']",2.493654,"When big city detectives refuse to further investigate his kid brother's gang related murder, small town Sheriff Michael Spencer drops the badge and goes undercover to find his brother's killer and avenge his death."
9653,Aliens of the Deep,"['Action', 'Documentary', 'Science Fiction']",1.924682,"James Cameron teams up with NASA scientists to explore the Mid-Ocean Ridge, a submerged chain of mountains that band the Earth and are home to some of the planet's most unique life forms."
606,Loaded,"['Drama', 'Mystery', 'Thriller']",0.618066,"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking."
41033,Merry In-Laws,"['Comedy', 'Fantasy']",0.517327,"When down-to-earth Alex says yes to her boyfriend's marriage proposal, she has no idea that her future-in-laws are none other than Mr. and Mrs. Claus."
15516,Salt,"['Action', 'Mystery', 'Thriller']",8.704455,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?"""
14493,The Lovely Bones,"['Fantasy', 'Drama']",12.738789,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal."
35557,婚前特急,['Comedy'],0.088343,japanese movie
29219,Doug Benson: Doug Dynasty,['Comedy'],0.054358,Doug Benson brings his weed laced comedy to Seattle's Neptune Theater for his first ever hour long comedy special.
6810,OT: Our Town,['Documentary'],0.052777,"Against all odds, the first theatrical production in over 20 years at Dominguez High School is going to be Thorton Wilder's American classic Our Town. The kids at this Compton school are about to experience more than a culture clash, as they embark on a rich journey and discover the educational and social value of theater. OT: Our Town tells the story of human spirit and its strength against the stereotypes holding them down. Where Thorton Wilder wrote about about little Grover's Corners, this documentary exemplifies how Our Town is every town. Our Town is Compton."
