,original_title,genre_list,popularity,overview
36775,Signers Koffer - Unterwegs mit Roman Signer,['Documentary'],0.001177,"SIGNERS KOFFER is a kind of road movie across Europa. From the Swiss Alps to eastern Poland, from Stromboli to Iceland. Always following the scenery's magically charged contours. Immersing yourself, letting yourself be infected, then travelling on. Roman Signer determines the route that we are moving on and the film improvises along the way.  Being on the road also means tracking down the right places. Signer brings them alive using his own personel instruments, brilliantly simple operations full of subtle humour. «Simple» poems being transmitted into space with INSTRUMENTS as gunpowder, fuse, rubber boots, balloons, stool, small table ... and a three wheelded Plaggio.  SIGNERS KOFFER is also a journey through the state of mind. A tightrope walk between fun and melancholy. Danger also mental mental danger becomes the stimulus of the senses. Sudden crashes, abrupt chagnes of mood determine the rythm and atmosphere of this cinematic journey."
23300,A Golden Christmas,"['Family', 'Romance', 'Comedy']",5.648219,"After a magical summer together, a nine-year-old boy whispers his heart into the ear of a best friend. With a loyal, golden dog by their side, the boy and girl bury a time capsule of keepsakes then they go their separate ways. Years later, looking for a fresh start, a man and woman each return to the place they felt most at home as a child. But a comedic case of unknown identity has them competing for the same childhood memories, and Christmas escapades ensue. For the sake of their happiness, they must discover their common past before they turn each other s lives completely upside-down. Can a golden dog lead them home?"
11946,The Sterile Cuckoo,"['Comedy', 'Drama']",0.454271,"Two students from neighboring colleges in upstate New York are swept up in a tragic romantic interlude calling for a maturity of vision beyond their experience of capabilities. Pookie Adams - a kooky, lonely misfit with no family and no place to go, insists on calling all those who won't participate in her world, ""weirdos,"" clings to a quiet studious Jerry, who has the ability to make a choice of living in Pookie's private little world or be accepted by the society that Pookie rejects. Unwittingly, it is through their awkward relationship that Pookie actually prepares Jerry for the world of ""weirdos"" that she doesn't fit into or wish to be apart of."
37176,100 Million BC,['Science Fiction'],2.312713,"A scientist from the failed Philadelphia Experiment leads a team of Navy SEALs back in time to the Cretaceous Period to rescue the first team he sent back during the 1940s. Things go wildly awry though, when on his return he accidentally brings a giant, man-eating dinosaur back through the portal and into modern-day, downtown Los Angeles."
3817,Sorority House Massacre II,"['Comedy', 'Horror', 'Thriller']",0.763373,"Five college women buy the old Hokstedter place for their new sorority house. They got it cheap because of the bloody incidents from five years before. They decide to stay in it for the night so they can meet the movers in the morning, but begin to get the creeps when the weird neighbor Orville Ketchum starts poking around. Shortly after the women take showers and consult a Ouija board they begin experiencing an attrition problem."
19774,ヒミズ,"['Crime', 'Drama']",3.161281,Two teenagers and a group of people made homeless by a tsunami try and make their way in a devastated Japan
18261,Le Coût de la vie,['Comedy'],0.604093,"Une héritière qui n'arrive pas à hériter, un radin qui ne peut rien dépenser, un petit garçon qui trouve un billet dans la rue, un restaurateur prodigue qui ne fait que donner... Tels sont, entre autres, les personnages de ce film ""choral"". Pourquoi certains dépensent-ils de manière convulsive là où d'autres retiennent l'argent comme la partie la plus vitale de leur être ? On croit parler d'argent, mais c'est d'amour dont il s'agit."
18125,Sasha,"['Comedy', 'Drama']",0.91351,"While Sasha's mother is dreaming of her son's great career as a pianist, Sasha is left speechless for other reasons: his beloved piano teacher Mr. Weber tells him, he is leaving town forever. Sasha is heartbroken, and the only person in whom he can confide his feelings, is his best friend, Jiao. As a son of an Ex-Yugoslav family even in Germany one rarely lives outside the closet, and Sasha is grateful that his homophobic father believes Jiao is his girlfriend. But what begins as a useful lie becomes a large and complicated one, when Sasha's younger brother, begins an affair with Jiao. All lies get exposed and what appears to be a catastrophe is in fact the revelation of new possibilities in the lives of Sasha's family."
7744,Ring of Bright Water,"['Drama', 'Family']",0.508126,"Whoever said dog is man's best friend never met Mij! Mij is a cute, cuddly pet shop otter who captures the heart of Graham Merill (Bill Travers). It doesn't take Graham long to realize that London is no place to raise a slippery otter. So he takes Mij to live in a ramshackle cottage on the coast of Scotland. Together they set out to explore the curious and magnificent natural wonders that surround their seaside home--from orphaned geese to tooth-less sharks. While Mij spends his days frolicking in the icy cold sea, Graham finds himself falling in love with the beautiful town doctor, Mary (Virginia McKenna). Before long, the three become inseparable friends."
6151,Ghosts of the Abyss,['Documentary'],4.835446,"Academy Award® winning director and master storyteller James Cameron journeys back to the site of his greatest inspiration, the legendary wreck of the Titanic. With a team of the world's foremost historic and marine experts and friend Bill Paxton, he embarks on an unscripted adventure back to the final grave where nearly 1,500 souls lost their lives almost a century ago."
25349,Sechs Schwedinnen von der Tankstelle,['Comedy'],0.878137,A gas station becomes the center of social life in the village after six Swedish girls start working there.
22494,Starz Inside: Fantastic Flesh,"['Documentary', 'Horror', 'Science Fiction']",0.386706,"This documentary delves into the art of make-up effects with industry legends Dick Smith, Rob Bottin, Tom Savini, John Landis, Frank Darabont, Joe Dante and many others with a strong focus on Greg Nicotero and Howard Berger of KNB Make-Up EFX. Written by Kevin VanHook"
39949,Love Finds A Home,"['Drama', 'Action', 'Western', 'Family']",1.604676,"In this sequel, Lillian has been adopted and it's several years later.  Annie, married and pregnant, visits her fellow doctor friend, Dr. Owen.  Dr Owen desperately wants a baby,  but seems unable to become pregnant. Lillian finds a love interest,  an assistant to her adoptive dad, the latter has become quite overprotective."
19425,Les perles de la couronne,"['Comedy', 'History']",0.416902,"The story of the seven pearls of the English Crown, from Henry VIII to 1937; three of them missing."
25586,The Kennedys,['Drama'],0.789609,"The story of the most fabled political family in American history, told in a manner similar to The Godfather: a manipulative, egocentric father determined to live out his own ambitions through his sons, who in turn spent their lives dancing to his tune while at the same time trying to stand on their own. This is history through personality - the tangled relationships through which paint a picture of one of the most turbulent periods of the modern age. Viewers will be upstairs at the White House, not in the Cabinet Room. Through iconic events in history - the Bay of Pigs, the Cuban Missile Crisis, the civil rights struggle, the mob connection - viewers will learn about the lesser known, yet critical personal stories."
32093,Grand Hotel Excelsior,['Comedy'],1.552341,"Taddeus is the manager of the Grand Hotel Excelsior. The Summer season begins in May and since then many odd persons frequent the hotel. There is Ilde Vivaldi, in love with Taddeus and the boxer Pericle Coccia who has an important match and falls in love with Maria. There is the Mago di Segrate trying to win world fame by levitating thirty meters high. And there is the waiter Egisto whose daughter is in a Swiss College believing her father is a man of importance."
17947,Счастье мое,['Drama'],1.380163,"A routine run for a truck driver turns into a nightmare he can’t escape in this psychological drama from filmmaker Sergei Loznitsa. Georgy (Viktor Nemets) is driving a load of freight into Russia when, after an unpleasant encounter with the police at a border crossing, he finds himself giving a lift to a strange old man (Vladimir Golovin) with disturbing stories about his younger days in the Army. After next picking up a young woman (Olga Shuvalova) who works as a prostitute and is wary of the territory, Georgy finds himself lost, and despite asking some homeless men for help, he’s less sure than he was before of how to make his way back where he belongs. As brutal images of violence and alienation cross the screen, Georgy’s odyssey becomes darker and more desperate until it reaches an unexpected conclusion."
20802,The Taming of the Shrew,"['Drama', 'Comedy', 'Romance']",0.329193,"Baptista has two daughters: Kate and Bianca. Everyone wants to wed the fair Bianca, but nobody's much interested in problem child, Kate. Baptista declares that he won't give Bianca away in a marriage until he's found a husband for Kate, so all the suitors begin busily hunting out a madman who's willing to do it, and they find Petruchio: a man who's come to wive it wealthily in Padua. And Petruchio marries Kate with a plan to tame her, while everybody else begins scheming to win Bianca's hand."
27316,Lovesick,"['Romance', 'Comedy', 'Fantasy']",0.013577,"Forget about accountants who want to fly, professors whose brains are being zapped by aliens and bored housewives passing the time. The one all-consuming problem Manhattan psychiatrist Saul Benjamin has is himself! Saul (Dudley Moore) and Chloe (Elizabeth McGovern), one of his patients, are in love. The situation could get him bounced from his profession but for lovers of romantic comedy, it's all delightful."
2427,The Corruptor,"['Action', 'Crime', 'Mystery', 'Thriller']",9.208831,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done."
45087,Tooi Sekai,"['Animation', 'Romance', 'Drama']",0.082196,"A man and a woman, talking over their relationship."
35030,Bølgen,"['Action', 'Drama', 'Thriller']",6.982302,"Based on the fact that mountain party Åkneset, located in the Geiranger fjord in Norway, one day will race out and create a violent tsunami of over 80 meters that will crush everything in its path before it hits land in Geiranger. A geologist gets caught in the middle of it and a race against time begins."
41264,Salute,['Documentary'],0.194191,"The black power salute by Tommie Smith and John Carlos at the 1968 Mexico Olympics was an iconic moment in the US civil rights struggle. Far less known is the part in that episode in history played by Peter Norman, the white Australian on the podium who had run second — and the price paid afterward by all three athletes."
16152,Le moine et le poisson,['Animation'],0.459924,"A plump and exuberant monk goes fishing, and a playful fish eludes him. First the monk uses a rod and reel, then a net; over and over, he ends up fish-less and wet. Sleepless, he tries luring the fish at night with a bank of candles. He tries a bow and arrow. The tireless and insouciant fish leads the monk through a viaduct, over irrigated steppes, across cisterns, down canals. Suddenly, the monk's chase and the fish's teasing flight become a spiritual journey."
1758,The Big Hit,"['Action', 'Adventure', 'Comedy', 'Thriller']",5.975082,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam."
8817,Deal of the Century,['Comedy'],2.403016,"Arms dealers from several companies vie to sell the most expensive and highest tech weapons to a South American dictator. There are complications; understanding the exact nature of how 'gifts' are used to grease the wheels of a sale, a religious conversion from one of the salesman and a romance that begins to grow between two competitors."
3408,The Postman Always Rings Twice,"['Romance', 'Crime', 'Drama']",8.049042,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.
172,Kids,"['Drama', 'Crime']",4.877872,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him."
27694,En på miljonen,['Comedy'],0.161001,Torsten Södergren lives in a normal house with his normal family in a completely normal city. Every morning he greets his normal neighbours before getting into his normal car and drives the usual way to his ordinary work at an ordinary bank. But one day he is fired from his work after twenty years of loyal service. Now he is prepared to do anything to get it back...
2424,Beyond the Poseidon Adventure,"['Action', 'Adventure', 'Drama']",3.276763,"After ""The Poseidon Adventure"", in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While the passengers are still on board waiting to be rescued, two rivaling salvage parties enter the ship on search for money, gold and a small amount of plutonium."
29941,Mistrial,"['Thriller', 'Drama', 'Action']",1.223689,"When a cop-killer goes free, a detective's search for personal justice veers dangerously out of control. Declaring a mistrial, he takes the accused, the judge and the jury hostage...and begins a trial of his own."
36075,Field of Lost Shoes,"['Drama', 'History', 'War', 'Action']",2.899439,A group of teenage cadets sheltered from war at the Virginia Military Institute must confront the horrors of an adult world when they are called upon to defend the Shenandoah Valley.
38953,Zappa,['Drama'],1.514292,"Denmark, 1961. Bjørn, a middle-class boy in his early teens, wants to be accepted by Steen, a bullying peer of his with wealthy but freezingly cold parents. Bjørn's other good friend is Mulle, a cheerful and more childish working-class boy. All three seem friends at first, but gradually Steen starts pushing Mulle away while pulling the impressionable Bjørn with him towards more and more violence."
1918,Jane Austen's Mafia!,"['Comedy', 'Crime']",6.046893,Takeoff on the Godfather with the son of a mafia king taking over for his dying father.
31223,The Lawyer,"['Crime', 'Mystery', 'Drama']",0.124348,Wilma Harrison had it all. A wealthy doctor for a husband. A big playboy for a lover. A beautiful home. And a horrible death.
31752,Deep Gold,"['Action', 'Thriller']",0.634779,"Amy Sanchez (Bebe Pham) is a champion free diver who breaks a crucial free diving record. Her boyfriend, Tony dela Cruz (Jack Prinya), an Air Force Pilot, mysteriously disappears along with his plane that carries gold worth millions of dollars that was to be taken to the Central Bank.  Determined to unearth the truth, she goes off to find out what has actually happened accompanied by her sister Jess Sanchez (Jaymee Ong). She moves on her adventurous journey not knowing that she herself is going to get entangled into a trap of lies that leads her to a much complex conspiracy."
44680,Letzte Worte,['Documentary'],0.792956,"Early short by Werner Herzog shot while being on location in Greece shooting ""Lebenszeichen""."
11514,Il ritorno di Don Camillo,['Comedy'],4.454569,"After his battles with the communist mayor Peppone, Don Camillo is sent in exile by his bishop in a remote village. Peppone thought he got the village in his hands. But when the municipality decide to build a dike against the periodic floods, the proprietor of the land refuses. War between the village clans is about to begin. Maybe only the strong hand of the priest could persuade the landlord to change his mind. Will Peppone passed over his pride and send for his enemy?"
36236,"Ni le ciel, ni la terre","['Drama', 'Fantasy', 'War']",0.917331,"Afghanistan 2014  As the withdrawal of troops approaches, Captain Antarès Bonassieu and his squad have been assigned a surveillance mission in a remote valley of Wakhan, on the border of Pakistan. Despite Antarès and his men’s determination, control of the secluded valley will slowly fall out of their hands. One dark night, soldiers begin to mysteriously disappear in the valley."
12640,The Grand,['Comedy'],2.393158,"The Grand is in the tradition of improvisational comedies like Best In Show and This Is Spinal Tap. The story is set in the world of professional poker and follows six players who reach the final table of the world’s second most famous high stakes tournament, the Grand Championship of Poker."
22669,Come Live with Me,"['Comedy', 'Romance']",1.047901,"Seeking US citizenship, a Viennese refugee arranges a marriage of convenience with a struggling writer."
16067,You'll Find Out,"['Comedy', 'Horror']",0.506712,"The manager of Kay Kyser's band books them for a birthday party bash for an heiress at a spooky mansion, where sinister forces try to kill her."
43466,7 Kocalı Hürmüz,"['Comedy', 'History', 'Romance']",0.307432,
7526,Ansikte mot Ansikte,"['Drama', 'Fantasy']",1.814674,A sensitive exploration of the tragic irony of the psychiatrist suffering with mental illness.
35559,Altergeist,"['Thriller', 'Horror', 'Science Fiction']",0.322574,"Tedi Sarafian, writer of TERMINATOR 3: RISE OF THE MACHINES and TANK GIRL makes his feature directorial debut with this horror/sci-fi thriller based on true events. King’s Ransom Winery is known as one of the most haunted places in North America. Gruesome suicides and murders, suspicious fires, and strange otherworldly phenomena have occurred with disturbing frequency throughout the dark history of the estate, all linked back to a past shocking slaughter where the victim was stabbed thirteen times. And that unlucky number has appeared a constant throughout every unexplained bizarre incident. Now a group of six paranormal investigators have been given 48-hour weekend access to the winery to conduct a search for evidence of the other side. Soon they begin to see things and witness strange happenings causing each to act out of character as a sinister presence forces long-buried memories and deep-seated fears to bubble to the surface."
37223,Regi Andrej Tarkovskij,['Documentary'],0.017296,"This documentary offers a rare glimpse of the legendary Soviet filmmaker, Andrei Tarkosvky, at work. Tarkovsky made only seven films in his brief, but brilliant, career; Michal Leszczylowski's respectful movie chronicles him at work on his last film, The Sacrifice. Offering insight into Tarkovsky's working methods and transcendental aesthetics, the movie is a compelling account of the difficulties of film production. In the case of an uncompromising and visionary filmmaker like Tarkovsky, the practical problems of filmmaking are only magnified, as cast and crew struggle to realize the ambitious concepts in Tarkovsky's mind."
9279,特務迷城,"['Action', 'Comedy', 'Thriller']",3.136813,A fun-filled story about an ordinary guy about to kick into an action-packed adventure. Jackie Chan plays a bored and unsuccessful salesman who never thought his life would amount to anything. All that changes one day when he becomes an instant hero by foiling an attempted bank robbery.
31484,The Walk,"['Adventure', 'Drama', 'Thriller']",9.425787,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.
11930,McQ,"['Action', 'Adventure', 'Crime', 'Drama']",1.589822,Police Lieutenant Lon McQ investigates the killing of his best friend and uncovers corrupt elements of the police department dealing in confiscated drugs.
544,Thirty Two Short Films About Glenn Gould,"['Drama', 'Music']",0.873068,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist."
2361,The Color of Money,['Drama'],11.613655,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent."
21998,Bed & Breakfast: Love is a Happy Accident,"['Comedy', 'Romance']",0.388392,"Bed and Breakfast is a romantic comedy about a saleswoman from a large department store in Rio who discovers she has inherited property in the wine country of California. She could never expect what she would find in ""Webster"", a small country town"
6967,Crazy People,"['Comedy', 'Romance']",3.057685,"A bitter ad executive who has reached his breaking point, finds himself in a mental institution where his career actually begins to thrive with the help of the hospital's patients."
13180,Nothing Like the Holidays,"['Comedy', 'Drama', 'Romance']",1.953115,It’s Christmastime and the far-flung members of the Rodriguez family are converging at their parents’ home in Chicago to celebrate the season and rejoice in their youngest brother’s safe return from combat overseas.
16432,Train,"['Horror', 'Thriller']",3.874811,This new Train tells the tale of an American wrestling team who board a train that just so happens to be used as a supermarket for organ harvesters.
34143,Sette note in nero,"['Mystery', 'Thriller', 'Horror']",2.581618,A woman with psychic powers has a vision of a murder that took place in a house owned by her husband.
40870,Crash and Burn,"['Science Fiction', 'Thriller']",1.637273,"Unicom is a powerful organization overseeing most of the world after its economic collapse. They have banned computers and robots in an attempt to insure ""life, liberty, and the pursuit of economic stability"". When a Unicom Synth robot infiltrates a southwest TV station and kills the manager, a revolutionary against the gestapo-like corporation, a lowly Unicom delivery man must help the rest of th"
16366,Mission to Moscow,"['War', 'Drama']",0.512595,Ambassador Joseph Davies is sent by FDR to Russia to learn about the Soviet system and returns to America as an advocate of Stalinism.
2812,The Razor's Edge,['Drama'],1.697455,He had everything and wanted nothing. He learned that he had nothing and wanted everything. He saved the world and then it shattered. The path to enlightenment is as sharp and narrow as a razor's edge.
4241,The Fast and the Furious,"['Action', 'Crime', 'Thriller']",1.406181,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD."
38427,Tattooed Tears,['Documentary'],0.151034,"An intimate, hands on encounter with a maximum security juvenile correctional facility in Chino California."
21396,Zombies of Mora Tau,"['Adventure', 'Fantasy', 'Horror']",0.823628,"American tycoon George Harrison, his beautiful wife, Mona, and deep-sea diver Jeff Clark are off the coast of Africa hoping to salvage a fortune in diamonds at the bottom of the sea near the voodoo-haunted island of Mora Tau, and are joined by an English girl named Jan. The treasure is reported to be guarded by Zombies, walking dead-men doomed to roam the earth until men stop trying to find the sacred treasure. Here, they are walking the sea-bottom, and there is a large conflict of interest between them and the treasure-seekers."
40376,I'll Sleep When I'm Dead,['Documentary'],0.301251,An energetic and fast-paced bio-doc that examines the story behind one of the most prolific and well-known DJs working today: Steve Aoki.
27717,Finisterrae,['Drama'],0.224193,Two ghosts walk along the Camino of Santiago.
33306,The Silk Express,"['Drama', 'Mystery', 'Thriller']",0.411663,"Nothing like a good murder mystery onboard a train.  A trainload of silk puts Neil Hamilton on the fast track to murder in this full-throttle thrill ride costarring Sheila Terry and Guy Kibbee.  As the demand for raw silk goes sky high, crooked businessman Wallace Myton (Arthur Hohl) corners the market with plans to drive up the price. Determined to fulfill his contracts, manufacturer Donald Kilgore (Hamilton) imports $3 million worth of silk to Seattle and accompanies it by special train to New York.  But when his secretary is found murdered, Kilgore soon discovers Myton has planted three killers on board with orders to stop the express and its passengers dead in their tracks."
19957,Xun zhao Cheng Long,"['Action', 'Comedy', 'Family']",4.625697,"Jackie Chan is the undefeated Kung Fu Master who dishes out the action in traditional Jackie Chan style. When a young boy sets out to learn how to fight from the Master himself, he not only witnesses some spectacular fights, but learns some important life lessons along the way."
36476,Requisitos para ser una persona normal,['Comedy'],2.016359,
42647,Pre Vis Action,['Action'],0.505649,"In a time of civil war, a young warrior is given the task of delivering a treaty between two rival lords. During her journey through the woods however, she finds herself hunted by two assassins intent on intercepting her message of peace in a bid to maintain the fear, instability and violent rule of their leader."
35226,Shadey,['Comedy'],0.47762,"A young man discovers that not only does he have the ability to read minds, but that if he holds a camera next to his head he can transmit the thoughts he sees onto film."
34564,Entre Abelhas,"['Comedy', 'Drama']",1.80368,"Bruno is a young film editor who has just broke up his marriage with Regina, and returned living in his mother's house. Drowned in deep sorrow, something very weird happens in his life: people around him are gradually disappearing. But only for him. Some kind of blindness."
14909,Brooklyn's Finest,"['Crime', 'Drama', 'Thriller']",12.50422,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.
36293,Blood Widow,['Horror'],2.094547,"Laurie and Hugh are a successful young couple who have just closed on a weekend home away from the city. Unbeknownst to them, the neighboring property contains the crumbling remains of a boarding school that was shuttered in the wake of an unspeakable massacre. The sole survivor of that massacre still resides in the ruins of the school, hiding from the world and wanting only to be left alone. When Laurie and Hugh's friends explore the property, they have no idea that they disturbed an emotionally-broken killing machine: The Blood Widow."
42155,傷物語〈Ⅲ冷血篇〉,"['Animation', 'Fantasy', 'Mystery']",3.519786,"With help from Meme Oshino, the apparition specialist, Koyomi defeats the three powerful vampire hunters: Dramaturgy, Episode and Guillotinecutter. Koyomi takes back all the limbs of Kiss-shot Acerola-orion Heart-under-blade in order to become a human again."
43279,The Rift,"['Thriller', 'Horror', 'Science Fiction']",2.764506,"The satellite has vanished and the only clue is a trail leading to a small village nestled on the outskirts of forest line. As the team begins to investigate they quickly discover that something else came back from space, something not of this world. As their time runs out, the team must battle to unlock the terrifying truth behind the ill-fated mission."
13081,The Winning of Barbara Worth,"['Drama', 'Romance', 'Western']",0.709828,"While building an irrigation system for a Southwestern desert community, an engineer vies with a local cowboy for the affections of a rancher's daughter."
26384,Das doppelte Lottchen,"['Family', 'Comedy']",1.42614,"Two nine-year-old girls—rude Luise Palfy and respectful shy Lotte Körner—meet on a summer camp. Apart from their different hair-do, they look alike. They have never seen each other before, but soon find out that they are identical twins. It turns out that their parents divorced, each keeping one of the girls. They decide to trade places at the end of the summer. Lottie curls her hair, Lisa braids hers, and both go off to where they have never been before. The adventure begins."
20014,Arsène Lupin,"['Romance', 'Action', 'Adventure', 'Crime', 'Mystery']",5.665798,"As the daring thief Arsène Lupin (Duris) ransacks the homes of wealthy Parisians, the police, with a secret weapon in their arsenal, attempt to ferret him out."
9070,鼠膽龍威,"['Action', 'Comedy']",5.376026,"After failing to save his wife from 'The Doctor', Kit Li is working as a bodyguard and secret stunt double for the cowardly martial arts film star Frankie Lane. Frankie attends an exhibition of the crown jewels of Russia at a Hong Kong hotel, and when the Doctor's gang take over the building in attempt to steal them, Kit is the only thing standing in their way. Will Frankie regain his courage? Will romance blossom between Kit and the nosy reporter? Who has the best Kung-Fu?"
32922,The Lottery,['Drama'],0.634148,"On his deathbed in the hospital, Jason's father asks that his ashes be spread over the top of his wife's grave. Jason, who came to the city with his father at a young age, remembers little of the town or his mother, but he undertakes the charge. It is an idyllic place, but gradually snips of memory return, until he remembers the significance of the fact that most of the tombstones in the town cemetery, including his mothers, bear the same day and month, one death each year. Caught up in the memory of the lottery he saw as a child, and the one he is trapped in today, escape is difficult and retribution is... Written by Bruce Cameron"
29223,Bill Bailey: Part Troll,['Comedy'],0.908328,"Bill Bailey's Part Troll tour has been a huge success playing over 60 dates throughout the country. This DVD, filmed at the Hammersmith Apollo, captures one of the country's best and most original stand-ups at the top of his game."
2415,Logan's Run,"['Adventure', 'Action', 'Romance', 'Science Fiction']",6.842274,"An idyllic sci-fi future has one major drawback: All citizens get a chance of being 'renewed' in a Civic Ceremony at their 30th birthday, unless they run and escape before their time comes."
2697,In Too Deep,"['Drama', 'Action', 'Thriller', 'Crime']",1.615319,A fearless cop is taking on a ruthless crimelord. He knew the risks. He just didn't know how far he would have to go.
7741,Love Finds Andy Hardy,"['Comedy', 'Romance']",0.899034,A 1938 romantic comedy film which tells the story of a teenage boy who becomes entangled with three different girls all at the same time.
12523,Dark Matter,['Drama'],1.948537,"Liu Xing a brilliant Chinese student, arrives at University and makes the transition into American life with the help of Joanna Silver. Xing joins a cosmology group working to create a model of the origins of the universe. He is obsessed with the study of dark matter and a theory that conflicts with the group's model. When he begins to make breakthroughs of his own, he encounters obstructions."
7894,ivans xtc.,['Drama'],1.916908,"Update on Leo Tolstoy's ""The Death of Ivan Ilyich,"" set in contemporary Hollywood."
