,original_title,genre_list,popularity,overview
6193,Spellbound,['Documentary'],2.445503,"This documentary follows 8 teens and pre-teens as they work their way toward the finals of the Scripps Howard national spelling bee championship in Washington D.C. All work quite hard and practice daily, first having to win their regional championship before they can move on. Interviews include the parents and teachers who are working with them. The competitors not only work hard to get to the finals but face tremendous pressure as the original group of over 250 competitors is whittled down and the words they must spell get ever more difficult."
25164,Barely Legal,['Comedy'],1.761457,"Sue, Cheryl and Lexi are three college freshmen who have been best friends since they were born on the same day. They do something special every year for their birthday, but on their eighteenth, they set out to lose their virginity."
29808,Little Rita nel West,['Western'],0.048647,"Little Rita has a dream: she dreams of a better world and she believes that all the evil in the world originates from gold. So she has decided to blow up all the gold she can put her hands on. In her mission she is assisted by the Indian Chief Bisonte Seduto and by her friend Francis. Little Rita kills Ringo and Django, but she is taken prisoner by the Mexican bandit Sancho who wants to steal her gold. Black Star rescues her and seems determined to help her, but does he?"
11004,Bleak Moments,"['Comedy', 'Drama']",0.601614,"Moments from the uncompromisingly bleak existence of a secretary, her retarded sister, aloof and uneasy teacher boyfriend, bizzare neighbour and irritating workmate."
13025,"Angus, Thongs and Perfect Snogging","['Comedy', 'Drama', 'Family', 'Romance']",8.896155,"Georgia Nicolson is fourteen, lives with nosey parents who don't understand her, an annoying three year old sister and has to wear a beret to school. She would, however, rather be blonde, have a smaller nose and a boyfriend. Revolving around her hilarious journal entries, prepare to be engulfed in the world of the soaring joys and bottomless angst of being a teenager."
2095,Saboteur,"['Thriller', 'War']",4.911826,Aircraft factory worker Barry Kane goes on the run across the United States when he is wrongly accused of starting a fire that killed his best friend.
15264,Shake Hands With the Devil,"['Drama', 'History']",1.334478,"Canadian Lt. General Romeo Dallaire was the military commander of the UN mission in Rwanda and this movie is personal and, all too true, story of his time there during the genocide of 1994. It is not quite as moving as the earlier Hotel Rwanda and is less geared to drama and emotional manipulation, but it is still grim and upsetting."
20053,Mahakaal,['Horror'],0.000151,"A demon torments the family and friends of Anita in order to take revenge on his death, which was caused by her police-officer father. The rest of the movie is how Anita tackles the demon with the help of her boyfriend."
23802,La gran familia española,['Comedy'],2.629221,"The director Daniel Sánchez Arévalo ('Azuloscurocasinegro', 'Cousins​​'), he embarks on a new comedy that has as a backdrop the World Cup in South Africa and the setting is a wedding that takes precisely the day of the final. This will be the occasion in which five brothers, all with biblical names, Adam, Daniel, Caleb, Benjamin and Ephraim, gather to celebrate the engagement of Ephraim, the youngest of them, who marries his pregnant girlfriend. Will hours of uncertainty, joy and euphoria back, but it's time to unite for a common good. Can all together to face the situation and erected winners heading?"
11837,싸이보그지만 괜찮아,"['Drama', 'Comedy', 'Romance']",4.369975,"Young-Goon works at manufacturing plant assembling radio’s. She also believes she is a cyborg. One day, while working at the factory, she decides to re-charge herself by slashing her wrist and implanting electrical wires into her arm. Her action gets Young-Goon a mental hospital full of bizarre characters. At New World, Young-Goon spends her time listening to the radio, talking with vending machines, and licking the terminals of 9 volt batteries. She soon encounters a guy named Il-Sun. Il-Sun is a thief of souls in the mental hospital. Young-Goon and Il-Sun soon form a strong bond as their odd personalities complements each other perfectly. Unfortunately, Young-Goon becomes gravely ill from malnutrition. Young-Goon doesn't believe cyborgs should eat human food. She soon loses most of her energy and becomes bedridden. Doctors say that Young-Goon has only a few more days to live if she continues her ways. Il-Sun must now find a way to connect to her soul and save her from imminent death."
20537,Kyss mig,"['Drama', 'Romance']",5.96317,"Mia (Ruth Vega Fernandez) and Frida (Liv Mjönes), both in their thirties, meet each other for the first time at their parents' engagement party. Mia's father, Lasse (Krister Henriksson), is about to get married to Frida's mother, Elizabeth (Lena Endre), which will make Mia and Frida stepsisters. Lasse's daughter, Mia, has not visited her father in years and arrives with her boyfriend, Tim (Joakim Nätterqvist), with whom she is about to get married. As Mia and Frida get to know one another, strong emotions begin to stir between them. Their relationship will turn everything upside down for everyone close to them with dramatic consequences."
17081,Et rigtigt menneske,"['Drama', 'Romance']",0.837297,P. is a little girl's imaginary friend who lives inside the wall of her room. But one day he magically materialises and so must learn to live in the world like everyone else - a world where he is met with suspicion and hate but also with wonder and love.
27579,Comme tout le monde,"['Comedy', 'Romance']",0.415034,"As they prepare to test products for a multinational corporation, a marketing company targets a typical guy as their guinea pig."
34437,Mr. Dynamite: The Rise of James Brown,"['Music', 'Documentary']",1.286655,"James Brown changed the face of American music forever.  Abandoned by his parents at an early age, James Brown was a self-made man who became one of the most influential artists of the 20th century, not just through his music, but also as a social activist.  Charting his journey from rhythm and blues to funk, MR. DYNAMITE: THE RISE OF JAMES BROWN features rare and previously unseen footage, photographs and interviews, chronicling the musical ascension of “the hardest working man in show business,” from his first hit, “Please, Please, Please,” in 1956, to his iconic performances at the Apollo Theater, the T.A.M.I. Show, the Paris Olympia and more."
10045,キッズ・リターン,"['Comedy', 'Drama']",3.222423,"Shinji and Masaru spend most of their school days harassing fellow classmates and playing pranks. They drop out and Shinji becomes a small-time boxer, while Masaru joins up with a local Yakuza gang. However, the world is a tough place..."
18381,The Divide,"['Horror', 'Science Fiction', 'Drama']",7.406609,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic."
16705,Paul,"['Adventure', 'Comedy', 'Science Fiction']",10.24382,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run."
5742,Extreme Ops,"['Action', 'Adventure', 'Drama', 'Thriller']",2.947411,"While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists."
29745,Tar Creek,['Documentary'],0.048424,"Tar Creek is an environmentally devastated area in northeastern Oklahoma with acidic creeks, stratospheric lead poisoning and enormous sinkholes. Nearly 30 years after being designated as a Superfund cleanup program, residents are still struggling."
43891,Reel Love,"['Drama', 'Comedy', 'Romance']",0.947694,"A successful, big city girl returns to her small town roots after a family emergency. Once there she goes on a soulful journey to reconnect with family and friends and finds romance along the way."
21712,La conquista de la tierra perdida,"['Action', 'Adventure', 'Fantasy', 'Horror']",8.261176,"A young man, armed with a magical bow and arrows, embarks on a mystical journey through a mystical land to rid it of all evil and joins forces with an outlaw to take down an evil witch bent on claiming the magic bow for evil."
7754,The Adventures of Sherlock Holmes,"['Crime', 'Mystery', 'Thriller']",2.561651,"Professor Moriarity has a scheme for stealing the crown jewels from the Tower of London. To get Holmes involved, he persuades a gaucho flute player to murder a girl."
38861,火锅英雄,['Drama'],1.601233,"When three friends open a hot pot restaurant in a former bomb shelter, they discover it’s linked by a single wall to the bank vault next door.  While deciding to take the easy money or go to the police, they find out one of the bank’s employees is a former classmate and look to enlist her in deciding their future."
28069,Scooby-Doo in Arabian Nights,"['Animation', 'Family']",1.239774,"Scooby-Doo and Shaggy travel to Arabia to become the Caliph's Royal Food Tasters. But they bite off more than they can chew and are forced to run for their lives! It's a wild magic carpet ride as Scooby-Doo, Shaggy and their genie (Yogi Bear) and a jolly sailor named Sinbad (Magilla Gorilla) take you on an adventure of mistaken identities, exotic locations and fun-filled action and surprises!"
12777,Dark Floors,"['Fantasy', 'Horror']",2.889932,A man emerges with his autistic daughter and three others from a hospital elevator to find themselves trapped in the building with devilish monsters.
19849,"Moral Tales, Filmic Issues",['Documentary'],0.003783,A conversation between Eric Rohmer and Barbet Schroeder.
21247,Den ofrivillige golfaren,['Comedy'],2.059092,"I bet anyone can get better at golf than you are in one week, a golfer says to her golfing businessman for a boyfriend in a quarrel. Unfortunately Stig-Helmer is standing nearby when the boyfriend accepts the bet, and he is chosen to be the competitor. Stig-Helmer has never played the game before, but his Norwegian friend Ole promises to help him."
19313,Bells of Innocence,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1.738232,"Jux Jonas (Mike Norris) is stuck deep in the heart of Texas with his friends Oren (Carey Scott) and Conrad (David White) after an emergency plane landing. Soon, they realize they're far from safety, stranded in a strange community where the locals seem under the spell of a voice from a short-wave radio owned by a local rancher (Marshall Teague). Will they ever escape? Also co-stars Norris's famous father, Chuck, in a supporting role."
32590,The Narrow Corner,['Drama'],0.001669,An Englishman sought for murder escapes to South Seas island.
6937,Amarcord,"['Comedy', 'Drama']",5.871166,"In an Italian seaside town, young Titta gets into trouble with his friends and watches various local eccentrics as they engage in often absurd behavior. Frequently clashing with his stern father and defended by his doting mother, Titta witnesses the actions of a wide range of characters, from his extended family to Fascist loyalists to sensual women, with certain moments shifting into fantastical scenarios."
42186,The Belko Experiment,"['Action', 'Horror', 'Thriller']",15.352467,"In a twisted social experiment, a group of 80 Americans are locked in their high-rise corporate office in Bogotá, Colombia and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed."
27624,Second Honeymoon,"['Comedy', 'Romance']",0.464414,"Raoul McLish stops over in Miami Beach where he runs into his ex-wife, Vicky Benton, and her new husband Bob, a belt manufacturer. At first Bob enjoys Raoul's presence - in part because Vicky is his not Raoul's and in part because Raoul is a lot of fun. The fun wears thin for Bob as his seriousness and possessiveness take over. When Bob leaves for a few days to settle a labor dispute at his factory, Vicky and Raoul spend time together, Winchell's column implies untoward behavior, Bob barks at Vicky, and that gets her back up. Can things be sorted out? Help comes from Raoul's upright valet, McTavish, and a principled cigarette girl, Joy, whom Raoul picks up."
19177,No Problem,['Comedy'],0.77532,"Sanjay and Akshaye, childhood friends and small time crooks rob a bank managed by Paresh. The two of them specially, Akshaye, on and off contemplates changing tracks and leaving the world of crime. Sanjay on the other hand almost every time manages to do something which closes all doors for Akshaye to change his life. This bank robbery also does the same. Akshaye is back where he belongs. Paresh is accused as an accomplice of Sanjay and Akshaye since the two had stayed in his house the night before the robbery.Paresh swears he will not return without the proof of his innocence."
24959,Dear White People,"['Drama', 'Comedy']",5.546847,"Four black students attend an Ivy League college where a riot breaks out over an “African American” themed party thrown by white students. With tongue planted firmly in cheek, the film explores racial identity in 'post-racial' America while weaving a story about forging one's unique path in the world."
40953,Ouija: Origin of Evil,"['Horror', 'Thriller']",10.182974,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side."
35220,Zoolander 2,['Comedy'],10.155109,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.
24488,Thief of Damascus,"['Adventure', 'Fantasy', 'Romance']",0.471628,A young man assembles a band of adventurers to take on an evil sultan.
29187,Screen Test,['Comedy'],0.59,"A group of sex-crazy guys pose as porno filmmakers just to audition groups of lovelies in various states of undress. Eventually, they're pressurized into coming up with an actual movie."
45017,Como una novia sin sexo,"['Comedy', 'Drama', 'Romance']",0.792595,"When three friends go on a camping trip in a remote part of Argentina, sexual tensions quickly bubble to the surface. Once in virtual seclusion by the beach, Juli, also camping at the site, quickly recognises that that the boys seem to have a closer relationship than what she would consider 'normal'. The line between friendship and love fade further for two of the boys in particular as their desire becomes too much to bear. When what started as a simple getaway quickly becomes tinged with sex, romance, and conflict, everyone is forced to confront who they really are for the very first time."
29400,Respire,['Drama'],4.832606,"Charlie, a 17-year-old girl tortured by doubt, is thrilled when she becomes friends with Sarah, but when Sarah tires of Charlie and looks for a new friend, their relationship takes an ominous turn."
9976,Blossoms in the Dust,"['Drama', 'Romance']",0.692357,"Edna marries Texan Sam Gladney, operator of a wheat mill. They have a son, who is killed when very young. Edna discovers by chance how the law treats children who are without parents and decides to do something about it. She opens a home for foundlings and orphans and begins to place children in good homes, despite the opposition of ""conservative"" citizens, who would condemn illegitimate children for being born out of wedlock. Eventually Edna leads a fight in the Texas legislature to remove the stigma of illegitimacy from birth records in that state, while continuing to be an advocate for homeless children."
12725,Archangel,"['Comedy', 'Drama', 'Romance', 'War']",0.170087,A surrealistic film in which a strangely assorted group of people come together in the Russian Arctic at the height of the revolution and World War One.
12547,Nue propriété,['Drama'],1.733661,"Since Luc granted a divorce to Pascale ten years ago, he paid generous alimony and left a fine country house as long as their twin sons remain at home. Pascale always acted as if she was the provider and head of the household, even now the inseparable brothers are twenty. But she started a secret affair with Flemish neighbor, cook Jan, whose ambition is to start a restaurant and B&amp;B with her. As the boys learn she wants to cancel her job and sell the house for the project, college-man Thierry, who has a steady girl Anne, naturally refuses to let her spend dad's money meant for them. Gentler François, content to remain a handyman, would consider letting her and maybe working in the 'family business'. This causes trouble, even after Pascale moves out to Gerda's indefinitely, leading to tragedy."
10744,Sophie Scholl – Die letzten Tage,"['Drama', 'History']",4.972236,"True story of Germany's most famous anti-Nazi heroine brought to thrilling, dramatic life. Sophie Scholl stars Julia Jentsch in a luminous performance as the fearless activist of the underground student resistance group, The White Rose. Armed with long-buried historical records of her incarceration, director Marc Rothemund expertly re-creates the last six days of Sophie Scholl's life."
2337,Howard the Duck,"['Comedy', 'Fantasy', 'Science Fiction']",10.722672,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...
7720,Soul Plane,"['Romance', 'Comedy']",8.604389,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee."
15350,No Highway in the Sky,"['Romance', 'Drama']",0.619084,"James Stewart plays aeronautical engineer Theodore Honey, the quintessential absent-minded professor: eccentric, forgetful, but brilliant. His studies show that the aircraft being manufactured by his employer has a subtle but deadly design flaw that manifests itself only after the aircraft has flown a certain number of hours. En route to a crash site to prove his theory, Honey discovers that he is aboard a plane rapidly approaching his predicted deadline."
18217,Rampart,"['Crime', 'Drama']",5.874878,"Follows veteran police officer Dave Brown, the last of the renegade cops, as he struggles to take care of his family, and fights for his own survival."
19883,Mark Twain,['Documentary'],1.249999,"Largely considered to be the greatest American author, Mark Twain is celebrated in this exhaustive documentary by filmmaker Ken Burns."
41754,The Interior,['Thriller'],0.72992,"After receiving a distressing medical diagnosis, a listless young man flees the crushing tedium of Toronto city life, trading it all for the wilderness of the British Columbian Interior. When his whims go awry, he is reduced to petty thievery just to survive. Fearing his misdeeds will catch up with him, he retreats further and further into the woods only to gradually find himself the target of increasingly inexplicable and disturbing manifestations, which point to a frightening truth: he is not alone. Some one or some thing is pursuing him into THE INTERIOR."
40146,Un attore contro - Gian Maria Volonté,['Documentary'],0.002357,
1379,Metro,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",10.519481,"Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars."
44460,Spermula,"['Science Fiction', 'Horror']",3.494968,"The story is based around ""spermulites"", the alien inhabitants of a dying planet. The only way they can save their planet is by sucking the men of planet earth dry of sperm, kind of like horny vampires."
28734,India's Daughter,['Documentary'],1.079777,"The story of the short life, and brutal gang rape and murder in Delhi in December 2012 of an exceptional and inspiring young woman. The rape of the 23 year old medical student by 6 men on a moving bus, and her death, sparked unprecedented protests and riots throughout India and led to the first glimmers of a change of mindset. Interwoven into the story line are the lives, values and mindsets of the rapists whom the film makers have had exclusive and unprecedented access to interview before they hang. The film examines the society and values which spawn such violent acts, and makes an optimistic and impassioned plea for change."
12824,Blast of Silence,"['Action', 'Crime', 'Drama', 'Thriller']",0.683643,"A hired killer from Cleveland has a job to do on a second-string mob boss in New York. But a special girl from his past, and a fat gun dealer with pet rats, each gets in his way."
29892,Самогонщики,"['Crime', 'Comedy']",1.567803,"This is the second silent (save for a song) slapstick comedy short about adventures of Worldly, Coward, and Fool. In a small hunting lodge three friends are making illegal moonshine. Bottled ""product"" fills shelves quickly. Life is good. But their dog Barbos doesn't understand that bringing a moonshine condenser coil to a police station is a bad idea..."
41435,Janis,['Documentary'],0.001021,"Released just a few years after her death, this forms a picture of who Janis was through interviews and performance clips."
7200,Clifford,"['Comedy', 'Family']",2.459293,"When his brother asks him to look after his young son, Clifford, Martin Daniels agrees, taking the boy into his home and introducing him to his future wife, Sarah. Clifford is fixated on the idea of visiting a famed theme park, and Martin, an engineer who helped build the park, makes plans to take him. But, when Clifford reveals himself to be a first-rate brat, his uncle goes bonkers, and a loony inter-generational standoff ensues."
11531,The Wendell Baker Story,"['Comedy', 'Drama', 'Romance']",1.756489,Luke Wilson plays a good-hearted ex-con who gets a job in a retirement hotel. Three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.
42217,100 Streets,['Drama'],6.195956,"Four people, four extraordinary stories. All lived out within a hundred London streets."
17009,Skřivánci na niti,['Drama'],0.000431,"Set in the late 1940s, the film concerns the treatment of suspect ""bourgeois elements"", a professor, a saxophonist, and a milkman, who are put to work in a junkyard for rehabilitation."
42050,Them Idiots: Whirled Tour,['Comedy'],0.410033,"You loved them on the Blue Collar Comedy Tour and now Bill Engvall, Jeff Foxworthy and Larry The Cable Guy have reunited for an all-new comedy special. Filmed live in front of more than 11,000 fans at the Consol Energy Center in Pittsburgh, ""Them Idiots Whirled Tour"" features the signature humor of three of the most successful comedians in history. From jury duty to family weddings; colonoscopies to the McRib(TM), nothing is off limits in this all new stand-up special. It also includes a brand new encore with the three guys trying to make each other laugh, as only they know how."
39418,一路有你,"['Comedy', 'Drama', 'Family']",0.497461,"The Journey is a cross-continental story that explores the idea of culture, not just as tradition but as an expression of love. When Bee (Yew) returns to Malaysia for the first time in a decade - she introduces her conservative father Uncle Chuan (Lee) to her happy-go-lucky British fiancé, Benji (Pfeiffer). With Benji's lack of cultural understanding and comprehension of Chinese traditions, Chuan opposes their marriage. Unexpected circumstances ensue, and Chuan reluctantly submits to their union, on the condition that their wedding adheres to Chinese tradition. Part of that tradition is that Chuan must invite all of his childhood friends personally. So the quintessential odd couple, Benji and Chuan, embark on a cross country adventure to deliver the invitations. Despite language barriers and initial hesitation from both parties, the two men come to realize that their priorities are essentially one and the same."
39762,The Touch,"['Fantasy', 'Action']",4.887096,"A sister and brother, the last heirs of a family of acrobats, are called upon by a Buddhist monk sect to retrieve an artifact that their ancestors have protected throughout the ages."
7864,The Philadelphia Experiment,['Science Fiction'],13.378587,"Based on an ""actual event"" that took place in 1943. About a US Navy Destroyer Escort that disappeared from the Philadelphia Naval Shipyard, and sent two men 40 years into the future to 1984."
30993,Maya the Bee Movie,"['Family', 'Animation']",6.287213,"Freshly hatched bee Maya is a little whirlwind and won't follow the rules of the hive. One of these rules is not to trust the hornets that live beyond the meadow. When the Royal Jelly is stolen, the hornets are suspected and Maya is thought to be their accomplice. No one believes that she is the innocent victim and no one will stand by her except for her good-natured and best friend Willy. After a long and eventful journey to the hornets hive Maya and Willy soon discover the true culprit and the two friends finally bond with the other residents of the opulent meadow."
19534,Roseland,"['Drama', 'Romance']",0.120345,"""Roseland"" is made up of three stories, sometimes connecting, all set in the famed New York dance palace, and all having the same theme: finding the right dance partner."
42576,Loin du Vietnam,['War'],0.536192,"In seven different parts, Godard, Klein, Lelouch, Marker, Resnais and Varda show their sympathy for the North-Vietnamees army during the Vietnam-war."
43344,I quattro dell'apocalisse,"['Western', 'Action']",0.619874,"Four petty criminals, three men and a woman, wander through the trackless terrain of the Wild West Utah and are hounded by a sadistic bandit."
34058,Million Dollar Crocodile,"['Crime', 'Drama', 'Horror', 'Thriller']",1.105591,"The film tells the story of an eight meter long crocodile on the rampage in Hangzhou. Xiao befriends Amao, a 36 foot crocodile, who lives on his fathers croc sanctuary. Soon his father is forced to sell the crocodiles to a gangster who plans to use them for high priced meals. The story begins."
28014,Kawa,['Drama'],0.935171,"Kawariki must become the leader of the family after his father retires in this intimate drama. A husband and father, he realizes that in order to lead with integrity, he must come out and be honest about his own life, even though it will test the boundaries of acceptance and unconditional love. Offering valuable insights into Maori traditions, family ideals and cultural values, this feature debut is rich and textured with emotional layers and stunning New Zealand landscapes. Written by Websurfer  (IMDB.com)"
31367,Model Behavior,"['Comedy', 'Family', 'Drama']",1.058851,"This is a Disney Channel movie about two teenage girls, one an ordinary high school girl and the other a top teen model, who meet and switch places."
35714,Sadece Sen,"['Romance', 'Drama']",1.463353,
36297,Marie Heurtin,['Drama'],1.64304,Marie Heurtin is born both blind and deaf. Sister Marguerette wins her trust and teaches her how to express herself.
35329,"Totò, Peppino e i fuorilegge",['Comedy'],0.986756,
27291,Richard The Lionheart,"['Action', 'Adventure']",0.483269,"King Henry II tests the loyalty and honor of his son Richard sending him to a secret castle known as the Knight's Martyr. There, the Prince must fight against adversaries representing the virtues of a knight."
38794,Kill Command,"['Action', 'Horror', 'Science Fiction']",8.089782,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil."
44732,Farmer Al Falfa Sees New York,['Animation'],0.002638,"Farmer Al Falfa goes to New York, money bag in hand. He is immediately spotted by a crook who dispatches a fetching lady to shake him down. At a restaurant, she gets him drunk and lays him out with knockout drops. But what's in the bag is not what she is expecting, and she flees. The now-drunken farmer has stepped dizzily outside to acquaint himself with a lamppost when another sharper steps up and hauls him into a crooked card game. While prospects do not look good for Farmer Al Falfa, he has more tricks up his sleeve than the city slickers realize."
28294,Robin Williams: An Evening with Robin Williams,['Comedy'],1.086516,"Declared to be the funniest Robin Williams video made, this is a don't-miss comedy."
