,original_title,genre_list,popularity,overview
8397,Here Comes Mr. Jordan,"['Comedy', 'Fantasy', 'Romance']",1.123158,"Boxer Joe Pendleton, flying to his next fight, crashes...because a Heavenly Messenger, new on the job, snatched Joe's spirit prematurely from his body. Before the matter can be rectified, Joe's body is cremated; so the celestial Mr. Jordan grants him the use of the body of wealthy Bruce Farnsworth, who's just been murdered by his wife. Joe tries to remake Farnsworth's unworthy life in his own clean-cut image, but then falls in love; and what about that murderous wife?"
43165,The Zookeeper's Wife,"['Drama', 'History']",13.655178,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion."
21259,Exquisite Tenderness,"['Horror', 'Science Fiction']",1.141545,"Dr. Julian Mater is suspended and gets his license revoked for performing experiments on dying patients in cellular regeneration. A couple of years later, he returns to the hospital that condemned his work to begin practicing his grizzly experiments once more."
17070,"Moeder Dao, de schildpadgelijkende","['History', 'Documentary']",0.255441,"In a span of ninety minutes the film aims to show how the Netherlands administered its colony as a colonial enterprise and what the relations were like at the time. The usual commentary has been omitted and in its place poems and songs in Bahasa Indonesia have been included in a digital sound composition.  In Mother Dao the Turtlelike, the viewer sees how the colonial machinery in the 1920s was implanted in a world so different from Western Europe."
32310,Nesting,"['Horror', 'Comedy', 'Romance']",0.185579,"When a thirty-something couple set aside the home furnishings catalogue and decide to rekindle their relationship, they return to their old neighborhood and end up squatting illegally in their twenty-something lives."
53,The Big Green,"['Action', 'Adventure', 'Comedy', 'Family']",5.982764,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles."
17168,Hollow Triumph,"['Thriller', 'Crime']",0.798956,"A film noir drama in which a sophisticated con man, who has just stolen from the mob, is forced to impersonate a psychiatrist who looks just like him, going so far as to cut himself on the cheek to duplicate a similar scar on the doctor. When he takes matters even further, karma arrives, forcing him to pay the debts of his double."
43251,Back to the Well: 'Clerks II',['Documentary'],0.569257,Feature-length documentary about the making of Clerks II.
16739,Thunder Bay,"['Adventure', 'Drama']",0.588655,Shrimpers and oilmen clash when an ambitious wildcatter begins constructing an off-shore oilrig.
682,Butterfly Kiss,"['Crime', 'Drama', 'Romance', 'Thriller']",0.877853,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, because Eunice is eccentric, angry and extreme dangerous. One day she meets Miriam, hard of hearing and a little ingenuous, who feels sympathy for Eunice and takes her home. Miriam is very impressed by Eunice's fierceness and willfulness and follows her on the search for Judith. Shocked by Eunice's cruelty she tries to make her a better person, but she looses ground herself."
25797,Chappie,"['Crime', 'Action', 'Science Fiction']",30.206365,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot."
18020,TV Junkie,['Documentary'],1.139701,"Rick Kirkham was a reporter for Inside Edition who appeared on a segment called ""Inside Adventure"". From the age of 14, he filmed more than 3,000 hours of a video diary; this included footage during his tenure on Inside Edition during which he was addicted to crack cocaine."
6469,少林足球,"['Action', 'Comedy']",8.461631,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.
16402,"C'est pas moi, je le jure!","['Comedy', 'Drama']",1.046124,"Léon is ten years old, has lots of problems and an overly fertile imagination. Of course, there is mom and dad who are always fighting, and those annoying neighbors who get to spend the summer at the beach. And then, there's Léa, the exasperating girl who's always right about everything. In the summer of '68, when mom decides to leave everything behind to start a new life in Greece, Léon is prepared to do anything to kill the pain. Destroy the neighbors' house, become a professional liar and even, why not, fall in love with Léa. Together, they will overcome the pain of growing up when you feel abandoned."
23454,Échappement libre,"['Crime', 'Adventure', 'Comedy']",0.436941,A greedy gold smuggler hires a handsome hero to transport a stolen fortune to a new hideout accompanied by the smuggler's sexy girlfriend.
23824,Largo Winch II,"['Action', 'Adventure', 'Thriller']",6.643015,"Propelled to the head of the W Group after the death of his adoptive father, Largo Winch decides, to everyone's surprise, to sell it, and use the proceeds to create an ambitious humanitarian foundation. But on the very same day, he finds himself accused of crimes against humanity by a mysterious witness. To prove his innocence, Largo will have to retrace the steps of his past life, in the heart of the Burmese jungle."
2604,The Haunting,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",8.967638,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror."
22276,Oldboy,"['Drama', 'Thriller', 'Mystery', 'Action']",7.882353,An everyday man has only three and a half days and limited resources to discover why he was imprisoned in a nondescript room for 20 years without any explanation.
35913,Little Big Shot,"['Comedy', 'Crime', 'Drama']",0.303469,A con man (Robert Armstrong) and his partner inherit a dead gangster's precocious daughter (Sybil Jason).
30844,Scooby-Doo and the Ghoul School,"['Animation', 'Family']",2.852579,"Scooby, Shaggy and Scrappy Doo are on their way to a Miss Grimwood's Finishing School for Girls, where they have been hired as gym teachers. Once there, however, they find that it is actually a school for girl ghouls."
10868,Nanook of the North,['Documentary'],2.593681,"This pioneering documentary film depicts the lives of the indigenous Inuit people of Canada's northern Quebec region. Although the production contains some fictional elements, it vividly shows how its resourceful subjects survive in such a harsh climate, revealing how they construct their igloo homes and find food by hunting and fishing. The film also captures the beautiful, if unforgiving, frozen landscape of the Great White North, far removed from conventional civilization."
437,Demolition Man,"['Crime', 'Action', 'Science Fiction']",11.626116,"Simon Phoenix, a violent criminal cryogenically frozen in 1996, has escaped during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, John Spartan, who had also been cryogenically frozen when wrongfully accused of killing 30 innocent people while apprehending Phoenix."
39989,Masterminds,"['Action', 'Comedy', 'Crime']",9.434588,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.
29393,The Prince & Me: A Royal Honeymoon,"['Comedy', 'Romance']",5.541859,"At last! The newly crowned King of Denmark, Edward, and his wife and Queen, Dr. Paige Morgan, find time to fly to Belavia for their secret honeymoon. What better way to spend the Christmas holidays than at a fabulous ski resort? But as they take a tour of Belavia's natural beauty, Eddie and Paige discover that the evil Prime Minister Polonius has given orders to bulldoze the precious forests - to drill for oil. Then, the couple bump into Paige's ex-boyfriend, Scott. Eddie immediately becomes jealous - furthermore he suspects Scott cannot be trusted. Paige and Eddie must do everything they can to save the forest, even if it means putting aside their honeymoon."
25803,"No Retreat, No Surrender 2: Raging Thunder","['Action', 'Adventure']",0.699608,"In this sequel, Scott Wylde, an American kickboxer, must go to Cambodia to rescue his Vietnamese girlfriend from Russian and Vietnamese troops."
43976,Kiss at Pine Lake,['Romance'],0.985717,"A boy and a girl fall in love during summer camp and promise to stay in touch, but they don't. Fifteen years later they meet again in the same camp under very different circumstances. What will happen to the camp and will they try again?"
34626,Love the Coopers,"['Comedy', 'Family']",5.660649,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday."
44273,Maigrets Night at the Crossroads,"['Crime', 'Mystery', 'Thriller']",1.491167,"A complex tale of murder, deceit and greed set in an isolated country community."
39504,"Nachts, wenn der Teufel kam","['Drama', 'Crime']",1.271944,"A serial killer terrorizes Hamburg, Germany, during World War II. When the local police can't seem to catch him, the SS is brought into the case."
39287,Jason Bourne,"['Action', 'Thriller']",19.133256,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.
28680,Dead on Course,"['Crime', 'Drama', 'Thriller']",0.732315,"A former pilot suffering from blackouts discovers that a fellow flyer is suspected of being mixed up with a web of smugglers.  While searching for his missing buddy, he unwittingly becomes entangled in a morass of suspicion."
33285,An American Girl: Saige Paints the Sky,['Family'],0.877702,"Meet nine-year old Saige, a talented artist with a passion for horses, in this modern-day story about finding your voice! Saige is excited about the new school year, until she discovers that art-her favorite class-has been cut. On top of that, her best friend, Tessa, seems to be spending more and more time with another girl. For help, Saige turns to her grandma Mimi, a well-known artist and horse-woman, who inspires her to take action. Can Saige find the courage to overcome her fears and save the art program-and her friendship with Tessa? Heart-warming, empowering, and fun, it's a movie for every girl who has ever dreamed big. Written by Anonymous (IMDB.com)"
3159,Amic/Amat,['Drama'],0.600431,"Based on a work of Josep Maria Benet i Jornet entitled ""Testament"", the film tells the story of an aging professor of medieval literature with the dilemma of deciding who will inherit his essay on ""The Book of friend and loved"" by Ramon Llull. Feeling near death as a result of illness, he discovers that the ideal person is a young and intelligent student he is in love with and who is dedicated to male prostitution."
41070,Ella Cinders,"['Romance', 'Comedy']",0.391616,"Poor Ella Cinders is much abused by her evil step-mother and step-sisters. When she wins a local beauty contest she jumps at the chance to get out of her dead-end life and go to Hollywood, where she is promised a job in the movies. When she arrives in Hollywood, she discovers that the contest was a scam and the job non-existent. But through pluck, luck, and talent, she makes it in the movies anyway, and finds true love."
22899,Non-Stop,"['Action', 'Thriller', 'Mystery']",19.650229,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes."
19910,The Statue of Liberty,"['History', 'Documentary']",0.036448,"For more than 100 years, the Statue of Liberty has been a symbol of hope and refuge for generations of immigrants. In this lyrical, compelling and provocative portrait of the statue, Ken Burns explores both the history of America’s premier symbol and the meaning of liberty itself. Featuring rare archival photographs, paintings and drawings, readings from actual diaries, letters and newspapers of the day, the fascinating story of this universally admired monument is told.  In interviews with Americans from all walks of life, including former New York governor Mario Cuomo, the late congresswoman Barbara Jordan and the late writers James Baldwin and Jerzy Kosinski, The Statue of Liberty examines the nature of liberty and the significance of the statue to American life. Nominated for both the Academy Award ® and the Emmy Award ®, The Statue of Liberty received the prestigious CINE Golden Eagle, the Christopher Award and the Blue Ribbon at the American Film Festival."
39729,Sx_Tape,['Horror'],2.558803,"From the director of CANDYMAN and the producers of PARANORMAL ACTIVITY comes a found-footage nightmare of lust, possession, and destruction. Jill's an artist. Ian's a filmmaker. And their love life is off the chain. There's no experience too wild, no dare too dangerous—not even when Jill lets Ian strap her to a gurney in the abandoned hospital they're scoping out for their next art show. But he shouldn't have left her alone. Not even as a joke. Now, Jill's hookup with horror has awakened something in that place. Something with a lust for more than flesh."
24955,Repentance,"['Horror', 'Thriller']",1.962873,"An earnest life-coach/author, Thomas Carter, is mysteriously abducted by a deranged client, Angel Sanchez, who delves into Thomas' teachings and uses his spiritual messages of Karma - action and reaction (Vipaka), against him to terrorize him and his family for their past sins."
28957,Growing Up and Other Lies,['Comedy'],0.521774,"After living for years as a struggling artist in New York City, Jake is calling it quits and returning home to Ohio. On his last day in the city, he persuades his three oldest friends – Billy, Rocks and Gunderson – to help him retrace their greatest adventure together: a walk down the entire length of Manhattan."
26994,Please Murder Me,"['Crime', 'Drama']",0.542403,A lawyer tries to exact justice on a woman he defended in court -- a woman whom he found out was guilty after getting her off.
43920,Breakfast With Jonny Wilkinson,['Comedy'],0.19553,"Greyhawks Rugby Club is under threat from land developers, and Dave's position as chairman is being challenged by an extremely loud Australian. The faithful few have gathered on the morning before the election to watch England in the Rugby World Cup Final and tensions are running high for more reasons than one Why does Jake, the first team prodigy, leave the room every time Jonny Wilkinson takes a kick?"
41945,Galaxy Hunter,['Science Fiction'],0.473647,"Well into the future, a senior interplanetary investigator, 3V3, sends a distress signal. Ginger, a tough and ravishing stellar investigator takes the assignment and follows the signal to a planet where a nasty villain, Zidian, is brewing and exporting an addictive drug called ""toad."" It's also he who has captured 3V3. Ginger recruits four tough female bounty hunters. We learn more about 3V3's identity and Ginger's skills at entrapment. Plus, there's Ray, a bartender who has a history with Ginger. Can the five women find and rescue 3V3, foil Zidian's plans, and escape with their lives?"
35698,Megamind: The Button Of Doom,"['Animation', 'Action', 'Comedy', 'Family']",4.061347,"For their first day on the job as the new protectors of Metro City, Megamind and Minion are selling off the gadgets from their evil lair. But when one seemingly harmless ""button"" unleashes the gigantic robot MEGA-MEGAmind, the duo will have to resort their old tricks to restore order."
8720,The Cars That Ate Paris,"['Comedy', 'Mystery', 'Thriller', 'Horror']",2.030621,"After the death of his brother on the road, unemployed and unstable drifter Arthur Waldo stays for a while in the rural Australian town of Paris as the guest of the mayor, who hopes he will become a permanent member of the Paris population. Arthur soon realizes the quaint hamlet has a sinister secret: they orchestrate car accidents and rob the victims. Survivors are brought to the local hospital, lobotomized, and used for a local doctor's experiments."
32534,The Short & Curlies,['Comedy'],0.351367,A short comedy by Mike Leigh about the romance between a young woman and a man who communicates only through jokes and humor...
5906,Blind Date,"['Horror', 'Thriller']",0.028517,"A man goes blind when remembering his lost girlfriend, but the doctors can't find anything wrong with his eyes. They fit him with an experimental device which allows him to see with the aid of a computer interface and brain electrodes. Meanwhile, a taxi driver is taking young women up to their apartments, giving them gas, and performing a little fatal amateur surgery on them. Their paths inevitably converge, and the blind man must try to stop the psychopath."
38189,Bastille Day,['Action'],12.119295,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy."
308,Stuart Saves His Family,"['Comedy', 'Drama']",1.390885,"Stuart Smalley, the Saturday Night Live character, comes to the big screen. Stuart, the disciple of the 12 step program, is challenged by lifes injustices."
34889,Point Break,"['Action', 'Crime', 'Thriller']",7.291872,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break""."
31670,CLONED: The Recreator Chronicles,['Horror'],2.475546,"When a group of teenagers stumble upon a secret lab, they become part of a deadly experiment - The Recreator - evil human clones. Craig, Tracy and Derek come face to face with exact copies of themselves that have only one purpose; to find and kill their originals. With time running out it's up to the original group to destroy the lab and save themselves before they are replaced. Gregory Orr's exciting thriller brings science fiction to life with a sexy edge."
37175,Triangle: Remembering the Fire,['Documentary'],0.053228,"On March 25, 1911, a catastrophic fire broke out at the Triangle Waist Company in New York City. Trapped inside the upper floors of a ten-story building, 146 workers - mostly young immigrant women and teenage girls - were burned alive or forced to jump to their deaths to escape an inferno that consumed the factory in just 18 minutes. It was the worst disaster at a workplace in New York State until 9/11. The tragedy changed the course of history, paving the way for government to represent working people, not just business, for the first time, and helped an emerging American middle class to live the American Dream."
30185,Aloha,"['Drama', 'Comedy', 'Romance']",8.451297,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.
21769,必死剣 鳥刺し,"['Action', 'Thriller', 'Romance']",0.956893,"A talented but troubled Edo Period swordsman, Kanemi Sanzawmon. Three years earlier, Kanemi killed a woman, Renko, the corrupt mistress of the powerful daimyo Tabu Ukyou. Unexpectedly, Kanemi received a lenient sentence for his crime and is allowed to return to his clan after only one year of imprisonment. Following his return, Kanemi is faced with the death of his wife, Mutsue. Thereafter, Kanemi lives with and cares for his wife's niece, Satoo, who has secret affections for Kanemi and expresses them by helping change his bleak outlook on life. Meanwhile, Kanemi's develops his unique ""bird-catching"" sword technique which he will soon put to test in battle for the first time against the fearsome swordsman, Hayatonosho Obiya."
2677,Airplane II: The Sequel,['Comedy'],7.181664,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past, Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine."
20653,Curse of the Blair Witch,"['Documentary', 'Horror', 'Thriller']",1.549716,"Curse of the Blair Witch is a documentary about the Blair Witch legend and the three filmmakers who disappeared in October of 1999. It first aired on the Sci-Fi Channel on July 11, 1999 as a promotional prelude to the release of The Blair Witch Project on July 30, 1999."
2518,Rekopis znaleziony w Saragossie,"['Comedy', 'Drama', 'Fantasy', 'Mystery']",2.277685,"In the Napoleonic wars, an officer finds an old book that relates his grandfather's story, Alfons van Worden, captain in the Walloon guard. A man of honor and courage, he seeks the shortest route through the Sierra Morena. At an inn, the Venta Quemada, he sups with two Islamic princesses. They call him their cousin and seduce him; he wakes beside corpses under a gallows. He meets a hermit priest and a goatherd; each tells his story; he wakes again by the gallows. He's rescued from the Inquisition, meets a cabalist and hears more stories within stories, usually of love. He returns to Venta Quemada, the women await with astonishing news."
10888,Lisbela e o Prisioneiro,"['Comedy', 'Romance']",1.98441,"Lisbela is a young woman who loves going to the movies. Leléu is a con man, going from town to town selling all sort of things and performing as master of ceremonies for some cheesy numbers, such as the woman who gets transformed into a gorilla. He gets involved with Linaura, a sexy and beautiful woman who happens to be the wife of the most frightening hitman of the place. The hitman finds out his wife's affair and goes after Leléu, who has to leave in a hurry. In another town, he meets and falls instantly in love with Lisbela, who is engaged to Douglas, a hillbilly who tries hard to pass for a cosmopolitan Rio de Janeiro dweller."
33673,A Good Man,['Action'],2.83412,"After an illustrious special ops career ends in disaster, Alexander goes off the grid and attempts to lead a quiet life as a handyman at an apartment complex. But when one of his tenants and her family fall under the thumb of a Russian gangster, Alexander is dragged into an all-out war between rival Chinese and Russian gangs; forcing him to not only defend the family, but bringing him face to face with an old foe, and giving him one more chance to reconcile his past."
36381,Arachnia,"['Horror', 'Science Fiction']",0.643247,
20943,Koning van Katoren,"['Family', 'Adventure']",0.36934,"The seventeen year old Stach is faced with five impossible assignments he has to complete in order to become king. Things do not go as easily as the boisterous Stach had expected, especially when he is confronted with matters of life and death."
26868,Quod erat demonstrandum,['Drama'],0.275499,"A scholar of mathematics would like to publish his research outside Ceaucescu's Romania, but getting it through the border and the State censorship is not easy."
18134,From Beyond the Grave,['Horror'],4.347358,"Four customers purchase (or take) items from Temptations Limited, an antiques shop whose motto is ""Offers You Cannot Resist"". A nasty fate awaits all of them—particularly those who cheat the shop's Proprietor."
29375,Man from Del Rio,['Western'],0.776159,"Mexican gunfighter Dave Robles outdraws the town's outlaw-turned-sheriff and is invited to fill the dead man's shoes. But a tin star doesn't bring automatic respectability and Robles is shunned by the town's leading citizens. His popularity with its less-savory element, particularly saloonkeeper Bannister, wanes dramatically, too, as he starts to take his job seriously. It is his love for a decent, caring woman that keeps Dave in town, but can she convince him to lay down his gun and start a new life?"
41989,Trailer Park Boys: Say Goodnight to the Bad Guys,['Comedy'],0.658229,"""Say goodnight to the bad guys"" picks up where ""A Sh*t river runs through it"" left off. it's a year after the events of A.S.R.R.T.I and Ricky, Julian, and bubbles are rich with cash, but Julian sits on the money for a year claiming ""movies like casino prove that waving money around right away is a bad idea."" and then hides it in his newly purchased Delorean (AKA car from back to the future)"
40251,君の名は。,"['Romance', 'Animation', 'Drama']",34.461252,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other."
30011,Puffball,"['Drama', 'Fantasy', 'Horror']",0.824586,Powerful supernatural forces are unleashed when a young architect becomes pregnant after moving to an isolated and mysterious valley to build a house.
31123,Mutator,"['Horror', 'Science Fiction']",0.161919,"A beast gets loose in a laboratory, killing all in it's way. A former scientist, now working as a custodian tries to stop it."
1437,Grosse Pointe Blank,"['Action', 'Comedy', 'Thriller', 'Romance']",7.556814,"Martin Blank is a freelance hitman who starts to develop a conscience, which causes him to muff a couple of routine assignments. On the advice of his secretary and his psychiatrist, he attends his 10th year High School reunion in Grosse Pointe, Michigan."
18341,Contraband,"['Thriller', 'Action', 'Drama', 'Crime']",10.595067,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike."
27188,The Helen Morgan Story,"['Drama', 'Music', 'Romance']",0.572061,"The 1920's and 30's career of singer Helen Morgan is followed from her early days singing outdoors in a carnival, through her speak-easy and chorus-girl days, to her stardom on Broadway in Ziegfeld's ""Show Boat"". Her involvement with Larry Maddux, a gin-runner and con-man, and Russell Wade, a prominent, married New York lawyer, and her decline thanks to these failed romances and alcohol are punctuated by performances of many of the songs she made famous."
11276,The Black Dahlia,['Drama'],6.506572,"Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer."
11379,The Santa Clause 3: The Escape Clause,"['Comedy', 'Family', 'Adventure']",6.829528,"Now that Santa and Mrs. Claus have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa."
24833,Dead of the Nite,['Horror'],0.590214,"When a group of ghost hunters investigate the infamous Jericho Manor, they soon realise it's not just ghosts that go bump in the night! As people get murdered, the survivors need to discover who or what's killing them before it's too late."
24529,La mer à l'aube,"['War', 'Drama', 'History']",1.485498,A teenager joins the resistance in Nazi-occupied France during World War II.
2092,The Paradine Case,"['Drama', 'Crime', 'Thriller']",3.983539,"The beautiful Mrs. Paradine is accused of poisoning her older, blind husband. She hires married Anthony Keane as her lawyer and when he begins to fall in love with her, she encourages him."
6119,Jag är nyfiken - en film i gult,['Drama'],1.478689,"Lena, aged twenty, wants to know all she can about life and reality. She collects information on everyone and everything, storing her findings in an enormous archive. She experiments with relationships, political activism, and meditation. Meanwhile, the actors, director and crew are shown in a humorous parallel plot about the making of the film and their reactions to the story and each other. Nudity, explicit sex, and controversial politics kept this film from being shown in the US while its seizure by Customs was appealed."
21710,Metallica: Through the Never,['Music'],5.229975,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure."
27679,The Mark of Cain,"['Documentary', 'Drama']",0.144446,"The Mark of Cain documents the fading art form and “language” of Russian criminal tattoos, formerly a forbidden topic in Russia. The now vanishing practice is seen as reflecting the transition of the broader Russian society. Filmed in some of Russia’s most notorious prisons, including the fabled White Swan, the interviews with prisoners, guards, and criminologists reveal the secret language of “The Zone” and “The Code of Thieves” (Vor v zakone)."
44623,South Of Pico,['Drama'],0.014623,"""South of Pico"" is an emotionally charged drama in which four strangers witness an unimaginable tragedy and are catapulted into the defining moment of their lives. Set in present day Los Angeles, a chauffeur, a waitress, a doctor and a young boy each deal with life's daily challenges, only to find themselves at the scene of an accident the moment it happens."
38743,Louis Theroux: America's Most Dangerous Pets,['Documentary'],0.198665,"The programme follows Theroux as he travels to the United States to meet people who own animals normally found in Africa and Asia, including big cats and dangerous primates. In the programme, Theroux visits GW Exotic Animal Foundation in Oklahoma."
32669,이끼,"['Drama', 'Thriller', 'Crime', 'Mystery']",1.434476,"Hae Gook (Park Hae Il) travels to a reclusive village to attend his father's funeral. He wants to find out the reason behind his father's strange death, but the villagers, in particular village chief Cheon (Jung Jae Young), seem to be watching his every move and eager to see him leave. Determined to get to the bottom of the mystery, Hae Gook enlists the help of prosecutor Park (Yoo Jun Sang) to slowly unravel the village's sinister secrets."
16845,That Evening Sun,['Drama'],2.338398,"An aging Tennessee farmer returns to his homestead and must confront a family betrayal, the reappearance of an old enemy, and the loss of his farm."
28808,One in a Million: The Ron LeFlore Story,['Drama'],0.941714,"One in a Million: The Ron LeFlore Story was a 1978 made for TV movie telling the story of Ron LeFlore, a troubled Detroit youth who rose from Michigan prisons to star in Major League Baseball with the Detroit Tigers. The movie was based on LeFlore's autobiography, Breakout: From Prison to the Big Leagues.
 It follows LeFlore from his heroin addiction, to his time in Michigan's Jackson State Penitentiary, and tells of his discovery in prison by Billy Martin, who was then the manager of the Detroit Tigers. The role of Ron LeFlore was played by LeVar Burton. Larry B. Scott portrayed Ron LeFlore's younger brother.
 Former Detroit manager Billy Martin played himself, and former Tiger players Norm Cash, Bill Freehan, Al Kaline, and Jim Northrup also appeared as themselves.  The movie first aired on CBS Television on September 26, 1978."
18710,Listen to Your Heart,"['Drama', 'Music', 'Romance']",2.984894,"Danny Foster doesn't have much: an apartment as small as his paychecks, no family, and a struggling music career. Yet for him, ""every day is a great day to be alive,"" an attitude he gained from his mother's unwavering optimism during her losing battle with cancer. It's love at first sight when Danny meets Ariana, a wealthy girl from Greenwich, CT who tragically cannot hear the music she inspires him to write. Ariana, hearing impaired since childhood, is torn between hanging onto the shelter her controlling mother provides and fighting for a love that, if given the chance, might just change her life"
34073,The Sound and the Fury,['Drama'],1.166012,"A look at the trials and tribulations of The Compson siblings, living in the deep south during the early part of the 20th century."
